locode,name,country_code,function,lat,lon,status
CACAU,Coal Harbour,CA,1-3-----,50.6,-127.5833,RL
CACBG,Cobourg,CA,123-----,43.9667,-78.1667,RL
CACHS,Cohasset,CA,1-------,,,AS
CACLB,Colborne,CA,1-3-----,,,AS
CACYP,Coley's Point,CA,1-------,47.5833,-53.2667,AS
CACOL,Collingwood,CA,1-------,,,AS
CACBC,Come By Chance,CA,1-3-----,47.85,-53.9833,AS
CACCV,Comfort Cove,CA,1-3-----,49.3333,-54.8667,RQ
CACOX,Comox,CA,1-------,,,RQ
CACSJ,Coniston,CA,1----6--,46.4833,-80.85,RL
CACQT,Conquitlam,CA,1----6--,49.2333,-122.8167,RQ
CACOC,Contrecoeur,CA,123-----,,,RL
CACFL,Cooper Cliff,CA,1-3-----,,,RQ
CACOP,Coppermine,CA,1-------,,,RL
CAYZS,Coral Harbour,CA,1-34----,64.1333,-83.1667,AI
CACBK,Corner Brook,CA,1-3-----,48.95,-57.9333,AS
CACWL,Cornwall,CA,1-------,,,AS
CACWI,Cornwallis Is,CA,1-------,,,AS
CACOR,Corunna,CA,1-------,,,AS
CACQA,Coteau du Lac,CA,1-3-----,,,RQ
CACSC,CÃ´te-Sainte-Catherine,CA,1-------,,,AS
CACOH,Country Harbour,CA,1-------,,,RQ
CACOU,Courtenay,CA,1-------,,,AS
CACRR,Courtright,CA,1-------,,,AS
CACWH,Cow Head,CA,1-------,49.9,-57.7833,RL
CACCB,Cowichan Bay,CA,1-------,,,AS
CACRA,Cranford,CA,1-3-----,49.75,-112.35,RL
CACRO,Crofton,CA,1-------,,,AS
CACCI,Crystal City,CA,123--6--,49.1333,-98.95,RL
CACUM,Cumberland Bay,CA,1-3-----,,,RQ
CADHS,Dalhousie,CA,1-------,,,AS
CAYDH,Daniels Harbour,CA,1-34----,50.2333,-57.5833,AI
CADEB,Deception Bay,CA,1-------,,,RQ
CADEI,Deer Island,CA,1-------,44.9667,-66.9667,AI
CADEL,Delta,CA,1-3-----,49.0833,-123.0,AS
CADSA,Denman Island,CA,1-3-----,49.55,-124.8,RL
CADIG,Digby,CA,1-------,,,AC
CADIL,Dildo,CA,1-3-----,47.55,-53.55,AS
CADWL,Dingwall,CA,1-------,46.9,-60.4667,RL
CADCS,Dorchester,CA,1-3--6--,42.9833,-81.0667,RQ
CADLN,Dublin,CA,123--6--,43.5,-81.2833,RL
CAETA,East Angus,CA,1234----,45.4833,-71.6667,RL
CAEDC,Edwards Cove,CA,1-------,56.8333,-62.5,RQ
CAXVX,Emerald Park,CA,1-3-----,50.7333,-104.6333,RL
CAEND,Endako,CA,123--6--,54.0833,-125.0167,RL
CAEBY,English Bay,CA,1-3-----,49.2667,-123.1667,RL
CAENE,Erieau,CA,1-------,,,AS
CAESQ,Esquimalt,CA,1-------,,,AS
CAETN,Etang-du-Nord,CA,1----6--,47.3667,-61.9333,RL
CAETZ,Etzikom,CA,1----6--,49.4833,-111.1,RL
CAFLR,Fall River,CA,1-3-----,44.8167,-63.6167,RL
CAFAP,Father Point,CA,1-------,,,RQ
CAFOG,Fogo,CA,1-------,49.7167,-54.2833,AS
CAZFT,Forest,CA,123--6--,43.1,-82.0,RL
CAFRV,Forestville,CA,1-------,,,AS
CAFAL,Fort Albany,CA,1-------,,,AI
CAFFS,Fort Frances,CA,12-4----,48.6,-93.4,AC
CAFKN,Fort Franklin,CA,1-3--6--,65.1833,-123.4167,RL
CAFLY,Fort Langley,CA,1-3-----,49.1667,-122.5667,RL
CAFMA,Fort MacKay,CA,1-3-----,57.1833,-111.6333,RL
CAFSI,Fort Simpson,CA,1--4----,,,AI
CAFSM,Fort Smith,CA,1--4----,,,AI
CAFWL,Fort William,CA,1-3--6--,48.4,-89.2333,RL
CAFOR,Fortune,CA,1-3-----,47.0667,-55.8333,AS
CAFRR,Fraser River,CA,1-------,,,AS
CAFWS,Fraser Wharves,CA,1-3-----,50.9667,-119.2,RL
CAFSD,Fraser-Surrey Docks,CA,1-3-----,49.1167,-122.7333,RL
CAFRE,Fredericton,CA,1234----,45.95,-66.65,AS
CAGLT,Galt,CA,1-3-----,43.35,-80.3,RL
CAGAN,Gander,CA,1-34----,48.95,-54.55,AS
CAGGS,Ganges,CA,1-------,,,AS
CAGPE,GaspÃ©,CA,1--4----,48.8333,-64.4833,AS
CAYHK,Gjoa Haven,CA,1--4----,68.6167,-95.8333,AI
CAGLB,Glace Bay,CA,1-------,46.2,-59.9667,RL
CAGBT,Godbout,CA,1-3-----,,,AS
CAGOH,Goderich,CA,1-------,,,AS
CAGOR,Gold River,CA,1-------,,,AS
CAGOO,Goose Bay,CA,1--4----,53.4,-60.1667,AS
CAGRB,Grand Bank,CA,1-3-----,47.1,-55.7833,AS
CAGMA,Grand Manan,CA,1-3-----,44.7,-66.8,AS
CAEDI,Grande-Digue,CA,1-3-----,46.2833,-64.55,RL
CAGRS,Grindstone,CA,1-------,,,AS
CAYGZ,Grise Fiord,CA,1--4----,76.4167,-82.95,AI
CAGCA,Gros Cacouna,CA,1-------,,,AS
CAHCC,Hacketts Cove,CA,1-3-----,44.5667,-63.9333,RL
CAHAL,Halifax,CA,1--4----,,,AS
CAHAB,Hall Beach,CA,1-------,,,AS
CAOON,Halton Hills,CA,1----6--,43.6167,-79.95,RL
CAHAM,Hamilton,CA,1--4----,,,AS
CAHMP,Hampden,CA,1-3-----,49.5333,-56.8667,RL
CAHVR,Hanover,CA,123-----,44.1333,-81.0167,RL
CAHHB,Hants Harbour,CA,1-3-----,48.0167,-53.2667,RL
CAHPT,Hantsport,CA,1-------,,,AS
CAHBR,Harbour Breton,CA,1-3-----,47.4833,-55.8333,RL
CAHRE,Harbour Grace,CA,1-3-----,47.6833,-53.25,AS
CAHAR,Harriet Harbour,CA,1-3-----,52.3,-131.4,RL
CAHON,Harwood,CA,1-3-----,44.1333,-78.1833,RL
CAHSP,Havre-Saint-Pierre,CA,1--4----,,,AS
CAHEB,HÃ©bertville,CA,1-3-----,48.3833,-71.6833,RL
CAHBN,Hebron,CA,1-------,58.2,-62.6333,RL
CAHMM,Hemmingford,CA,1----6--,45.05,-73.6,RL
CAHLI,Herschel Island,CA,1-------,69.5667,-139.0667,RL
CAHIB,Hibernia,CA,1-3-----,44.3333,-64.9833,AS
CAHID,Hilda,CA,1-3-----,,,RQ
CAHOD,Holyrood,CA,1-3-----,47.3833,-53.1333,AS
CAHOP,Hopedale,CA,1-34----,55.45,-60.2167,AI
CAHRF,Horsefly,CA,1-3-----,52.3333,-121.4167,RL
CAHWS,Howe Sound,CA,1-------,,,AS
CAIGL,Igloolik,CA,1--4----,69.3667,-81.8167,AS
CASIM,Imperial,CA,1234----,51.3333,-105.4333,RL
CAIAM,Indian Arm,CA,1-------,49.3667,-122.8667,RL
CAIKM,Inkerman,CA,1-3-----,45.0333,-75.4,RL
CAIVM,Invermere,CA,123-----,50.5167,-116.0333,RL
CAIOC,Ioco,CA,1-------,,,AS
CAION,Iona,CA,1-------,,,AS
CAIQL,Iqaluit,CA,1-3-----,63.7333,-68.5,RL
CAIVN,Irvine,CA,123--6--,49.95,-110.2667,RL
CAISL,Island Lake,CA,1-3-----,53.8667,-94.6667,RL
CAJAC,Jackson Arm,CA,1-3-----,49.8667,-56.8,RL
CAJEG,Jemseg,CA,1-3-----,45.8167,-66.1,RL
CAJEI,Jervis Inlet,CA,1-------,,,AS
CAKLO,Kaslo,CA,1-3-----,49.9,-116.9167,RL
CAKEE,Keene,CA,1----6--,44.25,-78.1667,RQ
CAKHO,Key Harbour,CA,1-3-----,45.8833,-80.7333,RL
CAKLY,Killarney,CA,1-------,,,AS
CAKWI,King William Is,CA,1-------,,,AS
CAKIN,Kingston,CA,1--4----,,,AS
CAKVL,Kingsville,CA,1-------,,,AS
CAKKR,Kinkora,CA,1----6--,5.05,-64.0,RQ
CAKNE,Kinnear's Mills,CA,1-3-----,46.2167,-71.3833,RL
CAKTM,Kitimat,CA,1-------,,,AS
CAYKT,Klemtu,CA,1--4----,,,AI
CAKOV,Kovik Bay,CA,1-3-----,61.55,-77.7333,AS
CAFCM,Kuujjuaq,CA,1--4----,58.1,-68.4,AI
CAREL,La Relance,CA,1-------,50.15,-66.45,RQ
CALMW,La Salle,CA,1-3-----,49.7,-97.2667,RL
CAAAB,Lac La Biche,CA,1----6--,54.7667,-111.95,RL
CALDT,Lac-Drolet,CA,1----6--,45.7167,-70.85,RL
CALAC,Lachine/Montreal,CA,1-3-----,,,RL
CALCH,Lachute,CA,1-3-----,,,AS
CALCO,Lacolle,CA,1-3-----,,,AS
CALDN,Ladner,CA,1-3-----,,,AS
CALAD,Ladysmith,CA,12------,,,AI
CALAH,Lake Harbour,CA,1-------,,,AS
CALSE,Lakeshore,CA,123--6--,42.2833,-82.7333,RL
CALAW,Lakeview,CA,1-------,,,AS
CALNG,Langley,CA,1-3-----,,,AS
CALDS,Lansdowne,CA,1-3-----,52.2167,-87.8833,RL
CALB3,L'Anse-Ã -Beaufils,CA,12---6--,48.4667,-64.3,RL
CAALO,L'Anse-au-Loup,CA,1-3-----,51.5167,-56.8333,RL
CALZV,Lantzville,CA,123-----,49.25,-124.0833,RL
CALVH,LaverlochÃ¨re,CA,123--6--,47.4167,-79.2833,RL
CALMN,Leamington,CA,123-----,,,AS
CAQLE,Les Escoumins,CA,1-3-----,48.35,-69.4167,RL
CAMHN,Les Mechins,CA,1-3-----,49.0,-66.9667,RL
CALEV,LÃ©vis,CA,1-------,46.8,-71.1667,AC
CALWP,Lewisporte,CA,1-3-----,49.2333,-55.0667,AS
CAILS,L'Ãle-des-Soeurs (Nuns Island),CA,1----6--,45.3,-74.0333,RL
CALIC,Little Current,CA,1-------,,,AS
CALIN,Little Narrows,CA,1-------,,,AS
CALIV,Liverpool,CA,1-------,,,AS
CALOB,Lobo,CA,123-----,43.0,-81.4167,RL
CALCP,Lockeport,CA,1-3-----,43.7,-65.1167,RL
CALMD,Lomond,CA,1-3-----,49.45,-57.7667,RL
CALOH,Long Harbour,CA,1-3-----,47.4333,-53.8,AS
CALOP,Long Pond,CA,1-------,48.0,-55.9167,AS
CALOU,Louisbourg,CA,1-3-----,45.9167,-59.9833,AS
CALWB,Lowbanks,CA,123--6--,42.8667,-79.45,RL
CALAY,Lower Argyle,CA,1-3-----,43.7333,-65.8333,AM
CALCV,Lower Cove,CA,1-3-----,48.5167,-59.0,RL
CASKL,Lower Sackville,CA,1-3-----,46.5833,-41.7333,RL
CALWH,Lower Woods Harbour,CA,123-----,43.5167,-65.7333,RL
CALUN,Lunenburg,CA,1-------,,,AS
CAMAB,Mabou,CA,1-3-----,46.0667,-61.3833,RL
CAMTQ,Mactaquac,CA,1-3-----,,,RQ
CAMGD,Magdalen Is,CA,1-------,,,AS
CAMAG,Magog,CA,1-3-----,45.2667,-72.15,AS
CAMHB,Mahone Bay,CA,1-3-----,,,AS
CAMBR,Main Brook,CA,1-3-----,51.1833,-56.0167,AS
CAMTI,Malartic,CA,1----6--,48.1333,-78.1167,RL
CAMRI,Maple Ridge,CA,1-------,,,AS
CAMAR,Marathon,CA,1--4----,,,AS
CAYMH,Mary's Harbour,CA,1--4----,52.3167,-55.8333,AI
CAMTN,Marystown,CA,1-3-----,47.1667,-55.1667,AS
CAMSS,Masset,CA,1--4----,,,AI
CAMNE,Matane,CA,1--4----,,,AS
CAMFD,Meaford,CA,1234----,44.6,-80.6,RL
CAMDB,Meldrum Bay,CA,1-------,,,AS
CAMEB,Menzies Bay,CA,1-------,,,AS
CAMGH,Merigomish,CA,1-3-----,45.6167,-62.4167,RL
CAMET,Meteghan,CA,1-------,,,AS
CAMSW,Metiskow,CA,1----6--,52.4,-110.6333,RL
CAMIH,Michipicoten,CA,1-------,,,AS
CAMID,Midland,CA,1-3-----,,,RQ
CAMLK,Millbank,CA,1-------,47.05,-65.45,RL
CAMNI,Milne Inlet Port,CA,1-------,71.8833,-80.9167,RL
CAMYO,Mindemoya,CA,1-3-----,45.7333,-82.1667,RL
CAMSV,Minesville,CA,1-3-----,44.6833,-63.3667,RL
CAMTO,Minto,CA,1-3-----,46.0833,-66.0667,RL
CAMIR,Miramichi,CA,1-3-----,,,RL
CAMIB,Mission,CA,123-----,49.1333,-122.3,RL
CAMNT,Moncton,CA,1--4----,,,AC
CAMOL,Mont-Louis,CA,1-------,49.2167,-65.75,AS
CAMTR,Montreal,CA,1--45---,,,AS
CAMRE,MontrÃ©al-Est,CA,123-----,45.6333,-73.5,RL
CAMOU,Moosonee,CA,1--4----,,,AI
CAMOB,Morrisburg,CA,1-------,,,AS
CAYMD,Mould Bay,CA,1--4----,76.2333,-119.35,AI
CAMUL,Mulgrave,CA,1-------,,,AS
CAMUS,Musquodoboit Harbour,CA,1-------,44.7833,-63.1333,RL
CANAI,Nain,CA,1-34----,56.55,-61.6833,AI
CANAK,Nakusp,CA,123-----,50.2333,-117.8,RL
CANNO,Nanaimo,CA,1--4----,,,AS
CANVK,Nanisivik,CA,1--4----,,,AS
CANNE,Nanoose Bay,CA,1-3-----,,,RL
CANAN,Nanticoke,CA,1-3-----,42.8,-80.0667,AS
CANMT,Naramata,CA,123-----,49.6,-119.5833,RL
CANS3,Neil's Harbour,CA,1-3-----,46.25,-60.55,RL
CANLS,Nelson,CA,123-----,49.4833,-117.3,RL
CANGL,New Glasgow,CA,1-------,,,AS
CANRC,New Richmond,CA,12-4----,,,AS
CANWE,New Westminster,CA,1-------,,,AS
CANCT,Newcastle,CA,1-------,,,AS
CAEWT,Newton,CA,123-----,49.9333,-98.0667,RL
CANIA,Niagara Falls,CA,1234----,,,AS
CANOL,Niagara-on-the-Lake,CA,1-3-----,43.25,-79.0667,AS
CANCV,Norman's Cove,CA,1-3-----,47.55,-53.6667,RL
CANAF,North Arm Fraser,CA,1-------,,,AS
CANRB,North Bend,CA,1----6--,49.8833,-121.4667,RL
CANSY,North Sydney,CA,1-------,,,AS
CANDL,Notre-Dame-de-Lourdes,CA,1----6--,49.5333,-98.55,RL
CANBC,Notre-Dame-du-Bon-Conseil,CA,1-3-----,46.0,-72.35,RL
CAOAJ,Oakville,CA,123-----,49.9167,-98.0,RL
CAOAK,Oakville,CA,1--4----,,,AS
CAOFA,Ocean Falls,CA,1--4----,,,AI
CAODE,Odessa,CA,1-3-----,44.2667,-76.7167,RL
CAOVR,Oliver,CA,1234----,49.1667,-119.55,RL
CAOLS,OrlÃ©ans,CA,1-3-----,45.45,-75.5333,RL
CAOSH,Oshawa,CA,1--4----,,,AS
CAOTT,Ottawa,CA,1--4----,,,AC
CAOWS,Owen Sound,CA,1-34----,,,AS
CAPNT,Pangnirtung,CA,1-------,,,AS
CAPAR,Parrsboro,CA,123-----,,,RL
CAPRS,Parry Sound,CA,1--4----,,,AS
CAPAS,Paspebiac,CA,1-------,,,AS
CAPTB,Patricia Bay,CA,1-------,,,AS
CAPEH,Pender Harbour,CA,1--4----,,,AS
CAPTH,Penetanguishene,CA,1-3-----,44.7667,-79.9333,RQ
CAPHL,Philipsburg,CA,1-3--6--,45.0333,-73.0667,RL
CAPIC,Picton,CA,1-------,,,AS
CAPTO,Pictou,CA,1-------,,,AS
CAPSV,Pleasantville,CA,1-3-----,44.3333,-64.4333,RL
CAPHM,PohÃ©nÃ©gamook,CA,123-----,47.4833,-69.2833,RL
CAPEW,Point Edward,CA,123--6--,43.0,-82.4,RL
CAPTU,Point Tupper,CA,1-3-----,45.6,-61.3667,RL
CAPPC,Pointe au Pic,CA,1-------,,,AS
CAPNO,Pointe Noire,CA,1-------,50.15,-66.4833,RL
CAPOP,Pointe-au-Pic,CA,1-------,,,AS
CAPAQ,Pointe-aux-Basques,CA,1-------,,,AS
CAPXT,Pointe-aux-Trembles,CA,1-3-----,45.65,-73.4833,AS
CAPOI,Pointe-Claire,CA,1-3-----,45.4333,-73.7333,RL
CAPFT,Pointe-Fortune,CA,1-3-----,45.5667,-74.3667,RL
CAESX,Point-Escuminac,CA,1----6--,,,RL
CAPDI,Pond Inlet,CA,1--4----,,,AS
CAPAB,Port Alberni,CA,1--4----,,,AS
CAPAC,Port Alice,CA,1-------,,,AS
CAPOA,Port Arthur,CA,1-------,,,AS
CAPAP,Port au Port,CA,1-3-----,48.55,-58.7167,RL
CAPCO,Port Colborne,CA,1-------,,,AS
CAPCR,Port Credit,CA,1-------,,,AS
CAPDV,Port Dover,CA,123-----,,,RL
CAPTE,Port Edward,CA,1-------,,,AS
CAPEL,Port Elgin,CA,123-----,46.0333,-64.0833,RL
CAPHY,Port Hardy,CA,1--4----,,,AS
CAPHW,Port Hawkesbury,CA,1--4----,,,AS
CAOPE,Port Hope,CA,1-34----,,,AS
CAPMA,Port McNeill,CA,1--4----,50.5833,-127.1,AI
CAPML,Port Mellon,CA,1-------,,,AS
CAPMO,Port Moody/Vancouver,CA,123-----,,,RL
CAPNE,Port Nelson,CA,1-------,,,RL
CAPRP,Port Perry,CA,1-3-----,,,RQ
CAPSI,Port Simpson,CA,1-------,,,AS
CAPST,Port Stanley,CA,1-------,,,AS
CAPWE,Port Weller,CA,1-3-----,43.2167,-79.2167,RL
CAPAF,Port-Alfred,CA,123-----,48.3333,-70.8833,AS
CAPCA,Port-Cartier,CA,1-------,50.0167,-66.8667,AS
CAPDL,Port-Daniel,CA,1-3-----,48.1833,-64.9833,RL
CAGPD,Port-Daniel - Gascons,CA,1-------,48.1667,-64.9167,RL
CAPME,Port-Menier,CA,1--4----,49.8167,-64.35,AI
CAPTN,Portneuf,CA,1-------,,,AS
CAPOU,Pouce Coupe,CA,1-3-----,,,RQ
CAPOW,Powell River,CA,1--4----,,,AS
CACQ5,Preissac,CA,1-3-----,48.4,-78.3667,RL
CAPRE,Prescott,CA,1--4----,,,AS
CAVOS,PrÃ©vost,CA,1----6--,45.8667,-74.0833,RL
CAPRG,Prince George,CA,1--4----,,,AS
CAPRR,Prince Rupert,CA,1--4----,,,AS
CAPPT,Prospect,CA,1-3-----,44.4667,-63.7833,RL
CAPUG,Pugwash,CA,1-------,,,AS
CAQTS,Quatsino,CA,1-------,,,AS
CAQUE,Quebec,CA,1--4----,,,AS
CAQCH,Queen Charlotte,CA,1-3-----,53.25,-132.0667,RQ
CARAM,Ramea,CA,1-3-----,47.5167,-57.4167,AS
CARIT,Rankin Inlet,CA,1-3-----,62.8167,-92.0667,RL
CARBY,Red Bay,CA,1-3-----,51.7333,-56.4167,RQ
CARRC,Red Rock,CA,123-----,48.95,-88.2833,RQ
CAREB,Resolute Bay,CA,1--4----,,,AS
CARIM,Rimouski,CA,1--4----,,,AS
CARDL,RiviÃ¨re-du-Loup,CA,1234----,47.8333,-69.5333,AS
CAROA,Roaches Line,CA,1-3-----,,,RQ
CARTB,Robert's Bank,CA,1-3-----,49.0667,-123.1667,RL
CARSV,Robertsonville,CA,123--6--,46.1333,-71.2167,RL
CARBN,Robinsons,CA,1-------,48.25,-58.7833,RQ
CAGNN,Rockport,CA,1-------,44.55,-76.2667,RQ
CARCD,Rockwood,CA,1-3-----,43.6167,-80.1333,RL
CAABR,Rocky View County,CA,1-3-----,51.1833,-113.9333,RL
CAROD,Roddickton,CA,1-3-----,50.85,-56.1167,AS
CARPO,Rossport,CA,123--6--,48.8333,-87.5167,RL
CARUI,Rupert Inlet,CA,1-------,,,AS
CARUS,Ruskin,CA,123-----,,,RL
CASAG,Saguenay,CA,1-3-----,48.4167,-71.0667,AA
CAS8A,Saint Albert,CA,1-------,53.6333,-113.6333,RL
CASAD,Saint-Andrews,CA,1-------,,,AS
CASKE,Saint-Anne-de-Kent,CA,1-3-----,,,RQ
CASAT,Saint-Anthony,CA,1-34----,51.3833,-55.6,AI
CASTD,Saint-Armand,CA,1-3-----,45.0167,-73.0333,RL
CASAU,Saint-Augustin,CA,1-------,51.2333,-58.65,RL
CASBD,Saint-Bernard,CA,1-3-----,,,RQ
CAQCS,Saint-Bernard-de-Michaudville,CA,1-3-----,,,RQ
CABOJ,Saint-Bruno-Lac-Saint-Jean,CA,1-------,48.4667,-71.6667,RL
CASCA,Saint-Catharines,CA,1234----,43.1667,-79.2333,AS
CAZCR,Saint-Charles-sur-Richelieu,CA,1-3--6--,45.6833,-73.1833,RL
CASCP,Saint-Christophe-d'Arthabaska,CA,1----6--,46.0333,-71.9167,RQ
CASDN,Saint-Damien-de-Brandon,CA,1-3--6--,46.3333,-73.4833,RL
CADDS,Saint-Davids,CA,1-3-----,,,RQ
CASDM,Sainte-Anne-des-Monts,CA,1-3-----,49.1167,-66.4833,RL
CASCT,Sainte-Catherine,CA,1-3--6--,45.4,-73.5833,RL
CASFI,Sainte-Famille,CA,1-3-----,46.9667,-70.9667,RL
CAMGT,Sainte-Marguerite,CA,1-3-----,,,RQ
CASEU,Saint-Eustache,CA,123-----,45.5667,-73.9,RL
CASVD,Sainte-Victoire-de-Sorel,CA,1----6--,46.0,-73.1667,RQ
CAST3,Saint-FÃ©lix-de-Kingsey,CA,1-3-----,45.8,-72.1833,RL
CASFX,Saint-FÃ©lix-de-Valois,CA,123-----,46.1667,-73.4,RL
CASFR,Saint-FranÃ§ois-du-Lac,CA,123-----,46.0667,-72.8333,RL
CAW4C,Saint-GÃ©dÃ©on,CA,1----6--,48.4833,-71.7833,RL
CASID,Saint-Isidore,CA,1-3-----,,,RQ
CAXZC,Saint-Isidore d'Auckland,CA,1-3-----,45.2667,-71.5167,RL
CASJB,Saint-John,CA,1-34-6--,45.2667,-66.0667,AS
CASJF,Saint-John's,CA,1-3-----,47.5667,-52.7333,AS
CAXJH,Saint-Joseph-de-Beauce,CA,123--6--,46.3,-70.8667,RL
CASLT,Saint-Lambert,CA,1-3-----,45.4833,-73.5,AS
CASLW,Saint-Lawrence,CA,1-3-----,46.9,-55.4,AS
CASMS,Saint-Marys,CA,1-3-----,46.9167,-53.5833,AS
CASPA,Saint-Pascal,CA,123-----,47.5333,-69.8,RL
CASRS,Saint-Peters,CA,1-3-----,45.65,-60.8667,RQ
CASPI,Saint-Pierre,CA,123--6--,45.45,-73.6333,RL
CAPDO,Saint-Pierre-de-l'Ãle-d'OrlÃ©ans,CA,1-3-----,,,RQ
CASRA,Saint-Roch-de-l'Achigan,CA,1-3-----,45.85,-73.5833,RQ
CASRO,Saint-Romuald-d'Etchemin,CA,1-3-----,46.75,-71.2333,AS
CASST,Saint-Shotts,CA,1-3-----,46.6333,-53.6,RL
CASTS,Saint-Stephen,CA,1-------,,,AS
CASTH,Saint-Thomas,CA,12-4----,,,AS
CAZTI,Saint-Tite,CA,123--6--,46.7333,-72.5667,RL
CASZT,Saint-Zotique,CA,1----6--,45.2333,-74.25,RL
CASSP,Sandspit,CA,1--4----,,,AS
CASBH,Sandy Beach,CA,1-3-----,48.8167,-64.4167,RL
CASF2,Sanford,CA,1-------,49.6667,-97.4333,RL
CASNI,Sarnia,CA,1--4----,,,AS
CASSM,Sault-Sainte-Marie,CA,1--4----,,,AS
CASYW,Sayward,CA,1-3-----,50.35,-125.9167,RL
CASED,Sedgewick,CA,12------,52.7667,-111.6833,RL
CASEM,Seldom,CA,1-3-----,49.6,-54.1667,AS
CASEL,Selkirk,CA,1-3-----,,,AS
CASEI,Sept-Iles,CA,1--4----,50.2,-66.3833,AS
CASEB,Seven Islands Bay,CA,1-------,59.4167,-63.75,AS
CANON,Shannon,CA,1-3-----,,,RQ
CASHV,Shannonville,CA,1-3-----,,,RQ
CASNV,Shaunavon,CA,1-3-----,49.65,-108.4,RL
CASHE,Shediac,CA,1-------,,,AS
CASHH,Sheet Harbour,CA,1-3-----,44.9333,-62.5333,AS
CASBU,Shelburne,CA,1-------,,,AS
CASLB,Shelburne,CA,123-----,44.0667,-80.2,RL
CASHP,Shippegan,CA,1-------,,,AS
CASIO,Sicamous,CA,123-----,50.8333,-118.9833,RL
CASDY,Sidney,CA,1-------,,,AS
CASIC,Simcoe,CA,1-------,,,AC
CASOM,Sombra,CA,1-------,,,AS
CASOO,Sooke,CA,1-------,,,AS
CASOR,Sorel,CA,1-------,,,AS
CAST6,Sorel-Tracy,CA,1----6--,,,RL
CASOU,Souris,CA,1-------,,,AS
CASPN,Spaniards Bay,CA,123-----,47.6167,-53.3,RL
CASLK,Split Lake,CA,1-3-----,56.25,-96.1,RL
CASPR,Spragge,CA,1-------,,,AS
CASPD,Springdale,CA,1-3-----,49.4833,-56.1,AS
CASQA,Squamish,CA,1--4----,,,AS
CASTV,Stephenville,CA,1-34----,48.55,-58.5667,AS
CASTW,Stewart,CA,1--4----,,,AS
CASTK,Stockton,CA,1----6--,49.5833,-99.45,RQ
CASTC,Stoney Creek,CA,1-3-----,,,AS
CASYI,Stoney Island,CA,1-3-----,43.4667,-65.5667,RL
CASMT,Stormont,CA,1-3-----,45.2167,-61.7333,RL
CASUD,Sudbury,CA,1--4----,,,AS
CASUM,Summerside,CA,1--4----,,,AS
CASUY,Surrey,CA,1-------,,,AS
CASYD,Sydney,CA,1--4----,,,AS
CASYL,Sylvan Lake,CA,123--6--,52.3167,-114.0833,RL
CATAD,Tadoussac,CA,1-------,,,AS
CAPTA,Tahsis,CA,1--4----,,,AS
CATAS,Tasu,CA,1--4----,,,AI
CATEX,Texada Island,CA,1-------,,,AS
CATHA,Thamesford,CA,123--6--,43.05,-80.9833,RL
CATWN,Thawwassen,CA,1-3-----,49.0,-123.0667,RL
CATTL,Thetis Island,CA,1-3-----,48.9833,-123.6833,RL
CATBY,Thornbury,CA,1----6--,44.55,-80.45,RQ
CATHL,Thornhill,CA,1-3-----,,,AS
CATHD,Thorold,CA,1-3-----,,,AS
CATHH,Three Hills,CA,123--6--,51.7,-113.2667,RL
CATHU,Thunder Bay,CA,1--4----,,,AS
CATLB,Tilbury Is,CA,1-------,,,AS
CATCV,Tilt Cove,CA,1-------,49.8833,-55.6167,RL
CATNG,Tingwick,CA,1-3-----,,,RQ
CATOR,Toronto,CA,1--45---,,,AS
CATRC,Tracy,CA,1-------,,,AS
CATTC,Trenton,CA,1--4----,,,AS
CATJN,Tring Jonction,CA,1-3--6--,46.2667,-71.0,RL
CATRB,Trinity Bay,CA,1-------,,,AS
CATRO,Trochu,CA,123--6--,51.8333,-113.2333,RL
CATRR,Trois-Rivieres (Three Rivers),CA,1--4----,,,AS
CATUK,Tuktoyaktuk,CA,1--4----,,,AS
CATWI,Twillingate,CA,1-3-----,49.65,-54.75,RL
CAUCL,Ucluelet,CA,1----6--,48.9333,-125.5167,RL
CAUPT,Upton,CA,123--6--,45.6333,-72.6833,RL
CAVLF,Valleyfield,CA,1-3-----,45.25,-74.1333,AS
CAVND,Vananda,CA,1-------,,,AS
CAVAN,Vancouver,CA,1--45---,,,AS
CAVCH,VerchÃ¨res,CA,1-------,45.7667,-73.35,AS
CAVIC,Victoria,CA,1--4----,48.4333,-123.35,AS
CAVIH,Victoria Harbour,CA,1-3-----,44.75,-79.7667,RQ
CAVOB,Voisey's Bay,CA,1-------,56.25,-61.85,RL
CAWAL,Wallaceburg,CA,123-----,,,AS
CAWTN,Walton,CA,1-3-----,45.2167,-64.0167,RL
CAWAI,Watson Is,CA,1-------,,,AS
CAWEL,Welland,CA,1-------,,,AS
CAEIW,Wellington,CA,1-3-----,,,RQ
CAWEP,Welshpool,CA,1-------,,,AS
CAWVR,West Vancouver,CA,123-----,49.3333,-123.15,RL
CAWTO,Westport,CA,1-3-----,44.6833,-76.4,RL
CAWEY,Weymouth,CA,1-------,,,AS
CAYXN,Whale Cove,CA,1--4----,62.1667,-92.5833,AI
CAWHH,Whiffen Head,CA,1-------,47.75,-54.0333,RQ
CAWHI,Whitby,CA,123-----,,,RL
CAWHF,Whitefish,CA,1-------,,,AS
CAWWO,Wildwood,CA,123--6--,53.6167,-115.2333,RL
CAYWM,Williams Harbour,CA,1--4----,52.55,-55.7833,AI
